Tags,Source,Info #,Material group,Material type,Manufacturer,Core (or Grain) size (nm),Hydrodynamic size (nm),Size distribution,Surface charge (mV),Surface Area (m^2/g),Shape,Assay method,Cell line (or type),Cell line species,IC origin,Exposure time,Dose (ug/ml),Toxicity value (%)
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,1,90.8
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,5,88.8
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,20,84.8
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,50,83.2
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,100,81.2
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,0.01,103.946
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,0.1,101.137
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,0.5,97.525
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,1,94.314
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,5,91.505
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,20,88.294
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,50,85.083
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,100,83.076
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,1,86.615
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,10,77.257
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,20,70.234
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,50,66.555
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,100,63.21
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,150,60.535
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,200,58.194
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,250,54.849
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,72 h,500,51.839
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,1,98.722
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,10,92.332
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,20,86.581
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,50,81.151
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,100,58.785
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,150,17.751
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,200,9.265
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,250,4.472
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,500,0.958
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,1,60.063
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,10,31.629
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,20,15.016
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,50,5.111
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,100,2.236
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,150,0.639
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,200,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,250,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,500,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,1,86.262
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,10,75.079
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,20,71.565
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,50,67.731
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,100,64.217
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,150,61.981
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,200,60.383
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,250,56.869
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,48 h,500,54.632
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,1,103.255
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,10,97.209
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,20,90.697
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,50,84.486
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,100,72.558
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,150,21.395
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,200,11.162
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,250,6.046
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,500,1.395
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,1,80.93
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,10,71.627
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,20,20.465
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,50,6.976
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,100,3.255
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,150,0.926
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,200,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,250,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,500,0
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,1,89.767
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,10,82.325
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,20,74.883
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,50,70.697
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,100,66.976
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,150,64.6512
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,200,60.465
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,250,57.209
,article,26176269,Other,CdSe,Sigma Aldrich,,,,,,,MTT,KB,Human,HeLa contaminant,24 h,500,54.418
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,24 h,0,100
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,24 h,24,88.262
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,24 h,48,78.284
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,24 h,96,69.293
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,3 h,0,100
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,3 h,24,94.512
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,3 h,48,83.109
,article,18049996,Carbon,SWCNT,CNI Inc.,0.8,,,,1040,,Trypan blue,V-79,Hamster,Lung,3 h,96,78.613
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,A549,Human,Lung,,50,100.2933
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,A549,Human,Lung,,200,99.2375
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,A549,Human,Lung,24 h,50,100.6452
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,A549,Human,Lung,24 h,200,97.8299
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,RAW 264.7,Mouse,Blood,24 h,50,100.7018
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,RAW 264.7,Mouse,Blood,24 h,200,87.3684
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,RAW 264.7,Mouse,Blood,24 h,50,100
,article,22276741,Oxide,TiO2,Alfa Aesar,32,,,,45,,Alamar blue,RAW 264.7,Mouse,Blood,24 h,200,94.0351
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,59.7
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,53.9
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,28.6
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,15.9
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,7.1
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,97.1
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,88.2
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,25,94.3
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,50,91.1
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,CCK-8,A549,Human,Lung,24 h,100,73.6
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,6.25,99.1
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,12.5,95.9
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,25,95.1
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,50,99.9
,experiment,INFO-0009321,Metal,Ag,Nanocomposix,32.7,35.6,,-50.2,16.8,Sphere,MTT,A549,Human,Lung,24 h,100,106.7
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,82.9
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,70.7
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,52.1
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,28.9
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,11.2
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,117.5
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,104.3
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,25,88.6
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,50,84.6
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,CCK-8,A549,Human,Lung,24 h,100,91.9
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,6.25,93.4
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,12.5,93.1
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,25,96
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,50,99.9
,experiment,INFO-0009311,Metal,Ag,Nanocomposix,9.4,17.1,,-51.8,56.7,Sphere,MTT,A549,Human,Lung,24 h,100,108.3
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,82.5
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,70.8
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,47.6
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,14.2
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,0
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,108
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,96
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,25,94.7
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,50,29.2
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,CCK-8,A549,Human,Lung,24 h,100,6.2
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,6.25,87.8
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,12.5,84.6
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,25,80.6
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,50,66.1
,experiment,INFO-0009301,Metal,Ag,Nanocomposix,9.8,47.3,,40.6,55.6,Sphere,MTT,A549,Human,Lung,24 h,100,31.2
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,82.2
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,73.1
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,55.1
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,36.5
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,24.4
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,93.5
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,103.4
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,25,101.6
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,50,89.4
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,CCK-8,A549,Human,Lung,24 h,100,51.1
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,6.25,95.9
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,12.5,97.9
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,25,99.4
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,50,105.3
,experiment,INFO-0009291,Metal,Ag,Nanocomposix,9.5,18.7,,-24.3,56.8,Sphere,MTT,A549,Human,Lung,24 h,100,117.9
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,88.8
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,80.5
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,58.1
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,28.9
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,5.6
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,105.5
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,106.9
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,25,104
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,50,89.4
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,CCK-8,A549,Human,Lung,24 h,100,42.5
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,6.25,94.3
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,12.5,92.8
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,25,90.2
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,50,95.9
,experiment,INFO-0009281,Metal,Ag,Nanocomposix,5.3,13,,-23,104.2,Sphere,MTT,A549,Human,Lung,24 h,100,58
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,6.25,80.2
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,12.5,74.4
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,25,53.8
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,50,28.4
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CellTiter-Glo®,A549,Human,Lung,24 h,100,10
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,6.25,103.9
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,12.5,105.7
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,25,103
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,50,104.1
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,CCK-8,A549,Human,Lung,24 h,100,91.8
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,MTT,A549,Human,Lung,24 h,0,100
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,MTT,A549,Human,Lung,24 h,6.25,92.2
,experiment,INFO-0009271,Metal,Ag,Nanocomposix,5.7,9.5,,-26.5,94.1,Sphere,MTT,A549,Human,Lung,24 h,12.5,91.3
